sentiment	Text
10	Buenos Dias! How very sweet, thank you
10	better than Hudgens.  OMG our song came on on shuffle. What Would You Do - City High.
8	watching the games and making some popcornss!
7	pulled from interesting meeting to an urgent support request
7	Im home where i am about 2 drink alone.
1	im still devastated about manchester united losing the UCL final
3	listing to music while putting the finishing touches on my mothers day present and the cool part is it didn't cost my a thing
4	happy birthday justin! have a lof of fun!!! God bless
7	- The stolen purse -- when it was new from the store...see tags still on it
2	R.I.P little bird that flew into my window snapping his neck
3	wearing spidey boxers
3	Is It The Bit Where Hollie Started Crying?
2	NEEDS an external hard drive. I don't have enough money   &lt; I don't wanna give up my music! &gt;
3	I wish the weather would make its mind up! Also wish I could hurry up and get my new song up on myspace
10	thank YOU!! You guys did awesome things for my blog tonight  so grateful!!
2	Hope you don't get let down again.
10	is at school. its her last day. of high school. ever. ever. ever.
1	my ipod died  not running until it is charged.
3	Ur pic is gone
10	Yes, though perhaps I wasn't thinking. I like vague. It seems a popper term for you.
1	I guess you're not talking about Orlando Magic @whoiskenan! There was nothing magical about it
3	what's wrong
3	is watching 1000 places to see before you die
4	FINALY MY CHANCE HAS CAME. . TO KILL YOU MWAHAHA! ha. not cool. .  ha  xx
9	rubbish!
3	is mixing Techno, Progressive and Tance with Ableton Live for Ben Vapid's birthday  #Ableton
2	aww i feel bad cause i dunno if nicole is in the city looking for me. she's probably worried  srry hun
1	 one of the saddest songs I've ever heard
10	I LOVE PD! So mocking good! I wanted to try something new...I give it 2.5/5 stars. It's meh.
1	I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!
2	My stomach is killing me do I can't sleep
7	ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.
7	PEOPLE!!! wat the hell is a follower on twitter???? I DONT GET IT!!!
1	TERRY TERRY TERRY!! i miss you
3	i agree.
2	I just woke up. My teeth really hurt from my rubber bands
8	Watching the Krystle vs. Alexis catfights on Youtube.. I miss Dynasty
3	Ugh just got out of work i think i'm a dang taxi for ppl but i just can't say no!!!!  o well its my fault
3	i have nothing to do
3	Done at the spa   now meeting vic for some late lunch!
4	i absolutly love kill bill vol. 1!!! I think lucy liu is sooo gorgeous!!!!
3	My goal is to live this month 1minute, 1 hour, 1 day at a time &amp; to do NOW what I may have otherwise put off.   So true!
3	- Making the treck from lafayette to batonrouge solo.
10	morning sunshine
1	The storm is here and the electricity is gone
2	just getting off of work for the day! Hope everyone has a wonderful mother's day tomorrow! Hope you enjoy ur cheesecakes too!
3	K done in under 60mins!NoBigDeal? Psst,I weigh 280lbs!Yippee!  Thanks @JonathanRoche #NEWO (No Excuses WorkOuts) &amp; @theFlylady #Flylady !
1	can't find my trusty hair tie  My hair will spill all over the place when I run!Mom's bands doesn't work for me,normal ones hurt.(((
2	How would we get thousand battlegrounds  #battleground, I mean we don't even know how could we reach which number to make it trending tpc
1	I wish I was out of school...But sadly, I still have like another month left.
1	@juliaxgulia Can't figure out how to reply on Tumblr sorry! I don't get into NYC until 6/4 so I can't go to any events b4 then
2	still a bit of a warning signal in my head saying: &quot;you want yesterday's headache back? ok, get yourself a coffee then, quick!&quot;
3	I dont think so
2	so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  
3	my thumb hurts after breaking the nail....
10	Happy Monday!  Lots of little things to do today!  Tried to water plants out front very early in jammies! Got caught by two neighbors!!
8	I understand  Computers are fun again!
7	OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  New Sam and Dean! Oh My god! can't breathe!  &lt;3 &lt;3
1	Is the Bee to Busy to talk to his buddy on Yahoo?
2	shame on me!!!
3	girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home
2	I'm stuck with BOO!!!! Jeeeez shoot me now
6	ohhh that cant be very fun    but hell you manned it up!!   looks like you got some shit done today!!
3	But I got dibs on Sulu...
3	are you call that winning?
4	Awh i was having a great time outdoors today then i got rained out  what i shut down. Oh well tomorrow is another day.... hopefully!
10	cannot sleep i'm SUPER DUPER DUPER excited pour la PARIS.  the love city.
8	aww thatz 2 bad...ud b great in new moon
3	Sending blessings out to @gailelaine
10	haha when is it? good luck babe  &amp; UPLOAD A PHOTO, WILL YA ?
4	Good! I hope that it was a wonderful experience!
9	time for tv in bed.Then spending all day catching up on studying  i hate online summer classes
3	Yeah, and apparently so were you. But then you removed it...
1	i'm not at chaseton's either  please don't die, my heart will be really sad
3	byeeeeeeeee watching new DH  X
1	Sitting watching britain's got f all talent, but have watched a small girl cry and it's sad
10	Buying my copy today, so excited! Need to learn it for friday  Good luck in sheffield
10	Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though
10	:14 .. someone is thinking of me  good luck to lynny and her tattoo ;)
2	iTunes won't let you move songs from the touch onto the computer.
3	feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love youth!
10	okay the new jonas episode was awesome
3	I have turned into a fast food whore
3	I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes
3	off to work now
1	Twitter, you just fail at life sometimes.  Oh well. 
3	sorry 19/female/atl very lonely
4	Thanks bro but I'm awake already  How are you?
7	OMGZZZ i just realised homer simspon aint real :O  haha !
4	It's those little things you do, that make me love you.
2	don't frown my lil aussie, I still love you! *muah*
9	Oh damn. That really sucks
2	Perfect. Thank you. Enjoy your sunday of no work
4	i love you!
2	no more twitter in a while   .. tweet tweet
10	please nick, say happy birthday to me. my birthday was yesterday!
3	Morning tweeple
4	happy mom's day
10	GOOD MIDDAY.
4	wishes @ashleytisdale would admit she has a new lovah
4	I heart you girls!! Let's hang out soon!
4	Good morning to you, however it's night time for me, so I am off to bed *hugs* Have a great day
7	Oh, I is dubbed Breesaholic Insomniac #2  *feels special* oh! must add third Angel drink to post
2	whats wrong babe?  x
8	I WANT RED CRUISERS!!  i don't like the other ones. LMFAO!
2	Thanks! I'm not quite ready for a marathon yet -- if at all, not this year anyway.
8	i'm playing good because i'm a big baby
3	Awake again at 6am on a Saturday, isn't this sleep in day. Oh well have some work to keep busy. If only it was work keeping me awake.
1	[H]ouse starts on Sunday and I'm sad as I can't afford Sky,
10	me too dawg  thanks so much!
3	i hav a bet to get a 6 pack in 35 days...im on day 3..it sux
4	I simply loved the pic. I'm glad you're happy, that's makes me feel happy too  love you &lt;3
4	you're welcome
2	i want you to text me first everyday, not me
2	Aaaaw no!  Are the windows open and that?
1	aww im sorry im home now hope your ok  i love ya wifey &lt;3 xx
1	LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!
4	happy mothers day. @jadeeisabel oh and no i havent read it yet, will do now
2	yeah and when you are not working at paying jobs(volunteer/intern) the $ tends to disappear rather quickly...gotta slow down
9	morning twitterbugs...nothing like a loooooooooong lie-in!!
7	By the time we got back up to grizzly peak with cameras to capture the sea of fog we were above, it already engulfed everything
7	wow... that was very sexy
3	i think both ?s related to size depend on structures and system: hard to relay in tweet but worth blogging..good questions this am
4	The best thing I have ever done is carry and birth a child
3	Good afternoon all. Sorted technical glitch. A rainy BH monday so a lazy day, then daughters and their menfolk round for a roast dinner
4	im probs gonna have to wait until it comes out on dvd  x
2	yay i hit 50 subscribers on youtube. go me  lol.
2	Eugh, just seen a huge spider running about &amp; had to kill it with my shoe... I HATE spiders... &amp; crawlies that come out in humid weather
2	or lester....pitcher for the red sox
3	jessiebear  i need to think of more names to call you..
10	Just at Starbucks with Farrah!
3	hey hey hey b
7	wow, EMC's new site is - different
6	lol - Good evening/morning/day (just to catch everything!) to you too!
3	AC getting installed today
1	ISN'T PUPPY FREAKING ADORABLE!? I didn't want to let her go. FUZZYPUPPY.
3	some pics up from groundup event  check myspace!
10	HEYHEYHEYY happy star wars day   watcha doin this friday? up for a movie?
1	*sigh* Last day at work. I has an sadifying in my heartparts.
2	Not well again  @littlereidy it's definitely not hayfever
1	- don't feel bad. I got a foad for a promotion here too.
4	And U are doing Brilliantly sweetie!!!   Blessings and Joy to you!!!
10	Moving today!!  I'm so excited!
10	thinks SG is wonderful
4	is starting to love twitter!!! Facebook-detox diet is working great
1	u ever have a friend that u just wonder why are we friends? i know what you get from me but i'm questioning what i'm getting from u.
